symbol,language,region,quoteType,quoteSourceName,triggerable,currency,esgPopulated,sourceInterval,exchangeDataDelayedBy,pageViewGrowthWeekly,prevName,nameChangeDate,tradeable,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,trailingAnnualDividendRate,trailingPE,trailingAnnualDividendYield,epsTrailingTwelveMonths,sharesOutstanding,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,exchange,shortName,longName,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,marketState,firstTradeDateMilliseconds,priceHint,postMarketChangePercent,postMarketTime,postMarketPrice,postMarketChange,regularMarketChange,regularMarketChangePercent,regularMarketTime,regularMarketPrice,regularMarketDayHigh,regularMarketDayRange,regularMarketDayLow,regularMarketVolume,regularMarketPreviousClose,bid,ask,bidSize,askSize,fullExchangeName,financialCurrency,regularMarketOpen,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,displayName,ipoExpectedDate,averageAnalystRating,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,epsForward,forwardPE,epsCurrentYear,priceEpsCurrentYear,dividendDate,ytdReturn,trailingThreeMonthReturns,trailingThreeMonthNavReturns,preMarketChange,preMarketChangePercent,preMarketTime,preMarketPrice
RNW,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,0.14967078,,,False,5.06 - 12.46,-5.71,-0.45826647,5.06,12.46,0.0,,0.0,-0.394,282367008.0,298.957,7.137,-0.38700008,-0.054224476,9.09459,-2.3445902,-0.25780052,2603967744.0,0.022578498,NMS,ReNew Energy Global plc,ReNew Energy Global plc,finmb_209953775,America/New_York,EST,-18000000.0,us_market,REGULAR,1612189800000.0,2.0,,,,,0.32000017,4.9766746,1644422533.0,6.75,6.7667,6.51 - 6.7667,6.51,131273.0,6.43,6.73,6.76,8.0,8.0,NasdaqGS,INR,6.58,794861.0,1008720.0,1.69,0.33399212,ReNew Energy Global,2021-08-24,1.8 - Buy,,,,0.31,21.774193,0.15,45.0,,,,,,,,
ROG,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,0.044375326,,,False,170.03 - 274.17,-1.3700256,-0.004996993,170.03,274.17,0.0,51.258923,0.0,5.322,18730100.0,58.693,272.4094,0.39059448,0.001433851,219.83815,52.961838,0.24091285,5109571072.0,4.6479135,NYQ,Rogers Corporation,Rogers Corporation,finmb_188099,America/New_York,EST,-18000000.0,us_market,REGULAR,322151400000.0,2.0,,,,,0.47998047,0.17625605,1644422615.0,272.8,272.83,272.31 - 272.83,272.31,85943.0,272.32,272.68,272.8,9.0,8.0,NYSE,USD,272.66,375854.0,366830.0,102.76999,0.6044227,Rogers,,3.0 - Hold,1635833100.0,1645009140.0,1645444800.0,8.13,33.554733,7.03,38.80512,,,,,,,,
ROIC,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,-0.09168685,,,False,15.15 - 20.09,-1.6200008,-0.08063717,15.15,20.09,0.24,40.772625,0.013172339,0.453,121424000.0,10.405,18.735,-0.2650013,-0.014144718,18.0688,0.40119934,0.022203984,2242701312.0,1.7751081,NMS,Retail Opportunity Investments ,Retail Opportunity Investments Corp.,finmb_35921712,America/New_York,EST,-18000000.0,us_market,REGULAR,1257258600000.0,2.0,,,,,0.25,1.3721186,1644422607.0,18.47,18.58,18.31 - 18.58,18.31,143755.0,18.22,18.49,18.5,11.0,14.0,NasdaqGS,USD,18.31,1030095.0,820660.0,3.3199997,0.2191419,Retail Opportunity Investments,,2.3 - Buy,1645045200.0,1645045200.0,1645045200.0,0.33,55.969692,0.35,52.771427,1642118400.0,,,,,,,
ROIV,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,,,,False,5.8 - 16.76,-9.76,-0.5823389,5.8,16.76,0.0,,0.0,-4.699,692012032.0,2.976,8.738,-1.7379999,-0.19890134,9.103925,-2.1039248,-0.23110086,4844084224.0,2.3521504,NGM,Roivant Sciences Ltd.,Roivant Sciences Ltd.,finmb_282015801,America/New_York,EST,-18000000.0,us_market,REGULAR,1607437800000.0,2.0,,,,,0.05000019,0.7194272,1644422557.0,7.0,7.16,6.91 - 7.16,6.91,53894.0,6.95,6.98,7.0,8.0,8.0,NasdaqGM,USD,6.97,762240.0,294850.0,1.1999998,0.20689651,Roivant Sciences,2021-10-01,1.7 - Buy,1644825600.0,1644825600.0,1644825600.0,-1.21,-5.785124,-1.28,-5.46875,,,,,,,,
ROK,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,,,,False,237.14 - 354.99,-67.20999,-0.18932925,237.14,354.99,4.28,24.851469,0.015229692,11.58,116013000.0,20.6,327.0818,-39.30179,-0.1201589,307.08444,-19.304443,-0.06286363,33386221568.0,13.969903,NYQ,"Rockwell Automation, Inc.","Rockwell Automation, Inc.",finmb_300504,America/New_York,EST,-18000000.0,us_market,REGULAR,,2.0,,,,,6.75,2.4018788,1644422618.0,287.78,288.134,284.38 - 288.134,284.38,100185.0,281.03,287.37,288.09,8.0,9.0,NYSE,USD,284.73,634770.0,857680.0,50.64,0.21354474,,,,1635836400.0,1650976200.0,1651494600.0,11.91,24.16289,10.77,26.720518,1646870400.0,,,,,,,
ROKU,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,-0.015267342,,,False,139.469 - 490.761,-327.10098,-0.6665179,139.469,490.761,0.0,79.17756,0.0,2.067,117707000.0,20.004,196.436,-32.776,-0.16685332,309.5509,-145.8909,-0.47129858,21989851136.0,8.181364,NMS,"Roku, Inc.","Roku, Inc.",finmb_8690249,America/New_York,EST,-18000000.0,us_market,REGULAR,1506605400000.0,2.0,,,,,7.800003,5.004493,1644422629.0,163.66,163.75,157.49 - 163.75,157.49,1390453.0,155.86,161.81,162.14,9.0,10.0,NasdaqGS,USD,158.24,5752724.0,4401560.0,24.19101,0.17345081,Roku,,2.0 - Buy,1645131600.0,1645131600.0,1645131600.0,1.65,99.18788,1.6,102.2875,,,,,,,,
ROL,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,-0.5490603,,,False,28.51 - 40.11,-8.980001,-0.22388434,28.51,40.11,0.34,43.84507,0.01121742,0.71,492048992.0,2.199,32.3286,-1.1986027,-0.037075613,35.3297,-4.1997013,-0.1188717,15317484544.0,14.156435,NYQ,"Rollins, Inc.","Rollins, Inc.",finmb_300753,America/New_York,EST,-18000000.0,us_market,REGULAR,322151400000.0,2.0,,,,,0.8199997,2.7053769,1644422617.0,31.13,31.17,30.58 - 31.17,30.58,494639.0,30.31,31.07,31.08,8.0,8.0,NYSE,USD,30.58,2184638.0,3092680.0,2.619999,0.09189754,Rollins,,2.6 - Hold,1643182214.0,1650976200.0,1651494600.0,0.84,37.059525,0.75,41.506664,1646870400.0,,,,,,,
ROLL,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,0.13082625,,,False,165.99 - 250.52,-70.16,-0.2800575,165.99,250.52,0.0,57.900482,0.0,3.115,28870200.0,91.648,196.5036,-16.1436,-0.08215422,208.56136,-28.201355,-0.1352185,5207029248.0,1.9679643,NMS,RBC Bearings Incorporated,RBC Bearings Incorporated,finmb_22323846,America/New_York,EST,-18000000.0,us_market,REGULAR,1123680600000.0,2.0,,,,,2.649994,1.4911901,1644422517.0,180.36,183.2,179.05 - 183.2,179.05,17156.0,177.71,179.34,180.47,8.0,10.0,NasdaqGS,USD,180.48,145982.0,188470.0,14.369995,0.08657145,,,2.2 - Buy,1644499800.0,1644499800.0,1644499800.0,5.8,31.09655,3.63,49.685947,1402617600.0,,,,,,,
ROOT,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,0.03489739,,,False,1.56 - 21.931,-20.081,-0.9156445,1.56,21.931,0.0,,0.0,-2.336,132500000.0,2.566,2.8128,-0.9627999,-0.34229234,6.2503,-4.4003,-0.70401424,467124992.0,0.7209665,NMS,"Root, Inc.","Root, Inc.",finmb_638035157,America/New_York,EST,-18000000.0,us_market,REGULAR,1603891800000.0,4.0,,,,,0.00999999,0.5434777,1644422600.0,1.85,1.9,1.8 - 1.9,1.8,1417702.0,1.84,1.82,1.83,30.0,32.0,NasdaqGS,USD,1.9,5271779.0,3889910.0,0.29000008,0.1858975,Root,2020-10-28,2.8 - Hold,1645650000.0,1645650000.0,1645650000.0,-1.48,-1.25,-2.13,-0.8685446,,,,,,,,
ROP,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,0.5483299,,,False,365.23 - 505.0,-53.690002,-0.106316835,365.23,505.0,2.308,41.687603,0.0051773256,10.826,105485000.0,109.609,461.8496,-10.539612,-0.022820441,467.28036,-15.970367,-0.03417727,47606435840.0,4.1174536,NYQ,"Roper Technologies, Inc.","Roper Technologies, Inc.",finmb_22751,America/New_York,EST,-18000000.0,us_market,REGULAR,697991400000.0,2.0,,,,,5.519989,1.2382487,1644422553.0,451.31,457.73,448.21 - 457.73,448.21,54184.0,445.79,450.75,451.83,8.0,8.0,NYSE,USD,450.0,470425.0,653440.0,86.07999,0.23568706,Roper,,2.4 - Buy,1643784900.0,1650889800.0,1651235400.0,16.8,26.863691,15.46,29.192108,1642982400.0,,,,,,,
ROST,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,-0.04237117,,,False,92.1 - 134.22,-36.489998,-0.27186707,92.1,134.22,1.14,21.888018,0.011939673,4.465,353329984.0,11.262,105.427,-7.6969986,-0.07300785,115.76315,-18.03315,-0.15577625,34530938880.0,8.677855,NMS,"Ross Stores, Inc.","Ross Stores, Inc.",finmb_33926,America/New_York,EST,-18000000.0,us_market,REGULAR,492355800000.0,2.0,,,,,2.25,2.3565145,1644422616.0,97.73,97.96,96.88 - 97.96,96.88,729321.0,95.48,97.56,97.58,9.0,13.0,NasdaqGS,USD,96.88,2450293.0,3049730.0,5.630005,0.06112926,Ross Stores,,2.1 - Buy,1637251260.0,1646045940.0,1646395200.0,5.35,18.26729,4.81,20.318089,1640908800.0,,,,,,,
RPD,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,-0.047076833,,,False,72.02 - 145.0,-46.6,-0.3213793,72.02,145.0,0.0,,0.0,-2.42,57166600.0,-1.86,108.0054,-9.6054,-0.088934444,108.06975,-9.669746,-0.089476906,5625193472.0,-52.903225,NGM,"Rapid7, Inc.","Rapid7, Inc.",finmb_22790600,America/New_York,EST,-18000000.0,us_market,REGULAR,1437139800000.0,2.0,,,,,0.23999786,0.2444966,1644422565.0,98.4,100.965,98.24 - 100.965,98.24,92370.0,98.16,98.22,98.41,11.0,9.0,NasdaqGM,USD,99.94,465580.0,522650.0,26.380005,0.36628723,Rapid7,,1.9 - Buy,1644440400.0,1644440400.0,1644440400.0,0.14,702.8572,-0.07,-1405.7144,,,,,,,,
RPM,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,0.028410109,,,False,76.43 - 101.48,-12.550003,-0.123669714,76.43,101.48,1.54,25.415833,0.017642342,3.499,129676000.0,14.159,93.5002,-4.570198,-0.04887902,89.26435,-0.3343506,-0.0037456227,11532086272.0,6.280811,NYQ,RPM International Inc.,RPM International Inc.,finmb_299095,America/New_York,EST,-18000000.0,us_market,REGULAR,322151400000.0,2.0,,,,,1.6399994,1.8787941,1644422453.0,88.93,89.08,88.38 - 89.08,88.38,36069.0,87.29,88.78,88.86,9.0,9.0,NYSE,USD,88.15,542130.0,617830.0,12.5,0.16354835,RPM,,2.8 - Hold,1641365100.0,1649161800.0,1649680200.0,4.53,19.631346,3.64,24.431318,1643587200.0,,,,,,,
RPRX,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,-0.19057998,,,False,34.86 - 50.17,-10.039997,-0.20011954,34.86,50.17,0.66,20.83593,0.016508255,1.926,429511008.0,13.488,39.4386,0.69140244,0.01753111,39.84805,0.2819519,0.0070756767,17236277248.0,2.9752374,NMS,Royalty Pharma plc,Royalty Pharma plc,finmb_669151476,America/New_York,EST,-18000000.0,us_market,REGULAR,1592314200000.0,2.0,,,,,0.15000153,0.37519142,1644422624.0,40.13,40.51,40.06 - 40.51,40.06,183986.0,39.98,40.23,40.26,9.0,9.0,NasdaqGS,USD,40.0,2143569.0,1540850.0,5.2700005,0.15117614,Royalty Pharma,2020-06-17,2.1 - Buy,1644931800.0,1644931800.0,1644931800.0,3.08,13.029222,2.86,14.031469,1647302400.0,,,,,,,
RQI,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,0.006326842,,,False,12.55 - 18.45,-1.9300003,-0.10460706,12.55,18.45,0.96,3.2888715,0.059040587,5.023,134243008.0,15.932,16.8344,-0.31439972,-0.018676028,16.13095,0.38904953,0.024118202,2217694464.0,1.0369068,NYQ,Cohen & Steers Quality Income R,"Cohen & Steers Quality Income Realty Fund, Inc.",finmb_3602089,America/New_York,EST,-18000000.0,us_market,REGULAR,1014733800000.0,2.0,,,,,0.26000023,1.5990174,1644422488.0,16.52,16.64,16.46 - 16.64,16.46,87352.0,16.26,16.52,16.54,8.0,8.0,NYSE,USD,16.35,367566.0,361780.0,3.9700003,0.31633466,Cohen & Steers Quality Income Realty Fund,,,1599163200.0,1621540800.0,1621627200.0,,,,,1553817600.0,,,,,,,
RRC,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,-0.2071997,,,False,8.47 - 26.48,-7.379999,-0.2787009,8.47,26.48,0.0,,0.0,-1.83,259795008.0,4.919,19.1132,-0.013198853,-0.0006905622,17.775,1.3250008,0.07454294,4962084864.0,3.882903,NYQ,Range Resources Corporation,Range Resources Corporation,finmb_93030,America/New_York,EST,-18000000.0,us_market,REGULAR,330269400000.0,2.0,,,,,0.040000916,0.2098684,1644422623.0,19.1,19.34,18.73 - 19.34,18.73,1174827.0,19.06,19.09,19.11,11.0,9.0,NYSE,USD,18.75,4547695.0,4923870.0,10.63,1.2550176,Range Resources,,2.6 - Hold,1635266400.0,1645441140.0,1645790400.0,3.56,5.3651686,2.05,9.317074,1577664000.0,,,,,,,
RRR,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,0.34161055,,,False,27.01 - 58.74,-7.5600014,-0.12870277,27.01,58.74,3.0,18.021128,0.06042296,2.84,61426600.0,5.074,48.6442,2.535801,0.052129563,46.307125,4.872875,0.10522949,3143813376.0,10.086717,NMS,"Red Rock Resorts, Inc.","Red Rock Resorts, Inc.",finmb_132691799,America/New_York,EST,-18000000.0,us_market,REGULAR,1461763800000.0,2.0,,,,,1.5299988,3.0815685,1644422629.0,51.18,51.6,49.3515 - 51.6,49.3515,160733.0,49.65,51.12,51.3,8.0,9.0,NasdaqGS,USD,49.2,989056.0,773370.0,24.17,0.8948538,Red Rock Resorts,,2.6 - Hold,1643817662.0,1651489140.0,1651838400.0,2.76,18.543478,2.62,19.534351,1640131200.0,,,,,,,
RRX,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,0.6894064,Regal Beloit Corporation,2022-02-08,False,125.42 - 176.91,-12.887497,-0.072847754,125.42,176.91,1.29,37.277843,0.00810607,4.4,67759296.0,94.067,164.236,-0.21348572,-0.0012998717,150.13416,13.888351,0.092506275,11114049536.0,1.7436774,NYQ,Regal Rexnord Corporation,Regal Rexnord Corporation,finmb_299702,America/New_York,EST,-18000000.0,us_market,REGULAR,322151400000.0,2.0,,,,,4.8825073,3.0680578,1644422558.0,164.0225,164.15,159.895 - 164.15,159.895,80332.0,159.14,163.19,163.51,8.0,10.0,NYSE,USD,161.98,450311.0,828600.0,38.60251,0.3077859,Regal Rexnord,,1.6 - Buy,1643824170.0,1651489140.0,1651838400.0,11.72,13.995094,10.48,15.651003,1649894400.0,,,,,,,
RS,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,-0.045260515,,,False,122.61 - 181.21,-19.905014,-0.109845005,122.61,181.21,2.688,9.291227,0.016904598,17.361,62654500.0,93.481,158.1426,3.1623993,0.019997139,156.2438,5.0611877,0.032392886,10106483712.0,1.7255377,NYQ,Reliance Steel & Aluminum Co.,Reliance Steel & Aluminum Co.,finmb_331205,America/New_York,EST,-18000000.0,us_market,REGULAR,779722200000.0,2.0,,,,,2.2949982,1.4433043,1644422623.0,161.305,161.72,158.2 - 161.72,158.2,55856.0,159.01,161.29,161.49,8.0,8.0,NYSE,USD,159.77,306311.0,385420.0,38.694992,0.3155941,Reliance Steel & Aluminum,,2.2 - Buy,1645080600.0,1645080600.0,1645080600.0,15.98,10.09418,20.57,7.8417597,1638489600.0,,,,,,,
RSG,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,0.19146667,,,False,88.62 - 145.98,-18.249992,-0.12501708,88.62,145.98,1.735,33.701847,0.013666798,3.79,317095008.0,27.939,132.4794,-4.7493973,-0.03585008,122.65835,5.0716553,0.04134782,40502546432.0,4.571746,NYQ,"Republic Services, Inc.","Republic Services, Inc.",finmb_386225,America/New_York,EST,-18000000.0,us_market,REGULAR,899299800000.0,2.0,,,,,0.7800064,0.6144202,1644422614.0,127.73,127.8699,125.28 - 127.8699,125.28,566218.0,126.95,127.3,127.4,8.0,14.0,NYSE,USD,125.44,1036516.0,1389700.0,39.11,0.4413225,Republic Services,,2.1 - Buy,1644526800.0,1644526800.0,1644526800.0,4.63,27.587473,4.13,30.92736,1642118400.0,,,,,,,
RSX,en-US,US,ETF,Nasdaq Real Time Price,True,USD,False,15.0,0.0,,,,False,21.05 - 33.39,-8.074999,-0.24183884,21.05,33.39,,,,,,,25.8402,-0.5251999,-0.020324916,28.5886,-3.2735996,-0.11450717,,,BTS,VanEck Russia ETF,VanEck Vectors Russia ETF,finmb_34118334,America/New_York,EST,-18000000.0,us_market,REGULAR,1177939800000.0,2.0,,,,,0.5450001,2.2002425,1644422630.0,25.315,25.36,25.135 - 25.36,25.135,2651962.0,24.77,25.27,25.28,29.0,18.0,BATS,,25.2,6859840.0,6328330.0,4.2650013,0.20261289,,,,,,,,,,,,21.83,12.28,12.74,,,,
RTX,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,-0.122837715,,,False,71.17 - 96.32,-0.48000336,-0.0049834237,71.17,96.32,2.005,37.466766,0.021089725,2.558,1496780032.0,49.022,87.3218,8.518196,0.097549476,86.87275,8.967247,0.10322278,143451389952.0,1.9550406,NYQ,Raytheon Technologies Corporati,Raytheon Technologies Corporation,finmb_159230,America/New_York,EST,-18000000.0,us_market,REGULAR,138600000.0,2.0,,,,,0.76999664,0.809926,1644422632.0,95.84,96.32,95.48 - 96.32,95.48,1474616.0,95.07,96.02,96.04,9.0,8.0,NYSE,USD,96.03,5486695.0,6826060.0,24.669998,0.3466348,Raytheon,,1.9 - Buy,1643093705.0,1650889800.0,1651235400.0,5.8,16.524137,4.8,19.966665,1639612800.0,,,,,,,
RUN,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,-0.0082951505,,,False,21.7 - 84.81,-58.989998,-0.6955548,21.7,84.81,0.0,,0.0,-1.044,207004992.0,30.08,33.0632,-7.243202,-0.2190714,44.657,-18.837002,-0.4218152,5344868864.0,0.85837764,NMS,Sunrun Inc.,Sunrun Inc.,finmb_44576381,America/New_York,EST,-18000000.0,us_market,REGULAR,1438781400000.0,2.0,,,,,1.8299999,7.6281786,1644422625.0,25.82,26.4099,25.23 - 26.4099,25.23,3582415.0,23.99,25.55,25.58,8.0,11.0,NasdaqGS,USD,25.68,6446867.0,9942490.0,4.119999,0.1898617,Sunrun,,2.2 - Buy,1645131600.0,1645131600.0,1645131600.0,-0.33,-78.242424,-0.3,-86.066666,,,,,,,,
RUSHA,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,-0.14601564,,,False,39.21 - 60.89,-10.489998,-0.17227784,39.21,60.89,0.69,13.592234,0.013902881,3.708,43069000.0,25.459,54.207,-3.8069992,-0.07023077,48.9215,1.4785004,0.030221893,2770281472.0,1.9796536,NMS,"Rush Enterprises, Inc.","Rush Enterprises, Inc.",finmb_365852,America/New_York,EST,-18000000.0,us_market,REGULAR,1065533400000.0,2.0,,,,,0.77000046,1.5514818,1644422302.0,50.4,50.63,49.785 - 50.63,49.785,46040.0,49.63,50.45,50.48,8.0,10.0,NasdaqGS,USD,50.0,206543.0,259190.0,11.190002,0.28538644,Rush Enterprises,,2.0 - Buy,1645045200.0,1645045200.0,1645045200.0,4.16,12.115385,3.95,12.759494,1639094400.0,,,,,,,
RUSHB,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,0.14643227,,,False,36.2 - 58.01,-10.32,-0.17790036,36.2,58.01,0.69,12.861381,0.014541622,3.708,12443500.0,25.459,52.1538,-4.4638023,-0.08558921,46.57675,1.1132469,0.023901343,2741760000.0,1.8732079,NMS,"Rush Enterprises, Inc.","Rush Enterprises, Inc.",finmb_365852,America/New_York,EST,-18000000.0,us_market,REGULAR,834154200000.0,2.0,,,,,0.23999786,0.50579107,1644417302.0,47.69,47.8,47.69 - 47.8,47.69,678.0,47.45,47.66,48.93,9.0,22.0,NasdaqGS,USD,47.8,12772.0,8570.0,11.489998,0.31740326,,,,1571847009.0,1581418740.0,1581940800.0,,,,,1639094400.0,,,,,,,
RVLV,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,-0.02013161,,,False,31.38 - 89.6,-30.109997,-0.33604908,31.38,89.6,0.0,48.484108,0.0,1.227,39482500.0,3.886,55.5918,3.898201,0.07012187,62.5222,-3.0321999,-0.04849797,4336809472.0,15.308802,NYQ,"Revolve Group, Inc.","Revolve Group, Inc.",finmb_583985474,America/New_York,EST,-18000000.0,us_market,REGULAR,1559914200000.0,2.0,,,,,3.9500008,7.1119924,1644422624.0,59.49,59.7,57.5 - 59.7,57.5,434193.0,55.54,58.58,58.8,12.0,8.0,NYSE,USD,58.48,1019730.0,1162180.0,28.110003,0.8957936,Revolve,,1.8 - Buy,1645650000.0,1645650000.0,1645650000.0,1.24,47.975807,1.13,52.64602,,,,,,,,
RXT,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,0.08588827,,,False,11.56 - 26.43,-13.440001,-0.5085131,11.56,26.43,0.0,,0.0,-0.971,210032000.0,6.532,13.1892,-0.19920063,-0.015103314,16.211775,-3.221775,-0.19873056,2728315648.0,1.9886711,NMS,"Rackspace Technology, Inc.","Rackspace Technology, Inc.",finmb_428786517,America/New_York,EST,-18000000.0,us_market,REGULAR,1596634200000.0,2.0,,,,,0.39999962,3.1771216,1644422589.0,12.99,13.015,12.71 - 13.015,12.71,140335.0,12.59,12.9,12.91,9.0,9.0,NasdaqGS,USD,12.71,967425.0,701430.0,1.4299994,0.12370236,Rackspace Technology,2020-08-05,2.0 - Buy,1645563600.0,1645563600.0,1645563600.0,1.11,11.7027025,0.97,13.391752,,,,,,,,
RY,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,0.007657291,,,False,82.86 - 119.41,-2.743103,-0.022972137,82.86,119.41,4.32,13.363907,0.03723175,8.73,1424669952.0,64.571,108.1954,8.471504,0.078298196,103.89315,12.77375,0.122950844,166806831104.0,1.8068002,NYQ,Royal Bank Of Canada,Royal Bank of Canada,finmb_109809,America/New_York,EST,-18000000.0,us_market,REGULAR,813850200000.0,2.0,,,,,0.63690186,0.5489114,1644422630.0,116.6669,116.84,116.37 - 116.84,116.37,337586.0,116.03,116.72,116.73,9.0,8.0,NYSE,CAD,116.63,1581570.0,1661970.0,33.8069,0.40800023,,,2.5 - Buy,1645709400.0,1645709400.0,1645709400.0,9.36,12.464413,8.8,13.257602,1645660800.0,,,,,,,
RYAAY,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,,,,False,95.06 - 127.25,-5.3700027,-0.042200416,95.06,127.25,,,,-3.27,226616000.0,21.85,107.7114,14.168594,0.13154219,110.5338,11.346199,0.10264914,27619956736.0,5.578032,NMS,Ryanair Holdings plc,Ryanair Holdings plc,finmb_413817,America/New_York,EST,-18000000.0,us_market,REGULAR,,2.0,,,,,1.1800003,0.97763073,1644422632.0,121.88,124.75,121.755 - 124.75,121.755,241797.0,120.7,121.96,122.0,13.0,11.0,NasdaqGS,EUR,124.5,416287.0,507670.0,26.82,0.2821376,,,,,,,6.77,18.002954,-1.18,-103.28814,1448582400.0,,,,,,,
RYAN,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,-0.0063486663,,,False,25.57 - 41.14,-1.2700005,-0.03087021,25.57,41.14,0.0,85.19231,0.0,0.468,109904000.0,2.845,38.0612,1.8087997,0.047523458,35.475285,4.3947144,0.12388102,4381872128.0,14.014059,NYQ,"Ryan Specialty Group Holdings, ","Ryan Specialty Group Holdings, Inc.",finmb_109652668,America/New_York,EST,-18000000.0,us_market,REGULAR,1626960600000.0,2.0,,,,,0.5,1.2700026,1644422075.0,39.87,40.295,39.69 - 40.295,39.69,39805.0,39.37,39.76,39.82,10.0,12.0,NYSE,USD,40.49,430946.0,420240.0,14.299999,0.5592491,Ryan Specialty,2021-07-22,2.2 - Buy,1636664400.0,1636664400.0,1636664400.0,1.22,32.680325,1.03,38.708736,,,,,,,,
RYN,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,0.07335957,,,False,30.82 - 41.09,-2.2599983,-0.055001177,30.82,41.09,1.08,35.953705,0.028139656,1.08,145372992.0,12.201,38.3592,0.4708023,0.012273517,37.40535,1.4246521,0.038086854,5644833792.0,3.182526,NYQ,Rayonier Inc. REIT,Rayonier Inc.,finmb_329935,America/New_York,EST,-18000000.0,us_market,REGULAR,761495400000.0,2.0,,,,,0.45000076,1.1724876,1644422600.0,38.83,38.9847,38.751 - 38.9847,38.751,64194.0,38.38,38.78,38.85,11.0,8.0,NYSE,USD,38.9,559666.0,714460.0,8.010002,0.25989625,Rayonier,,3.2 - Hold,1643818320.0,1651575540.0,1652097600.0,0.63,61.634926,0.6,64.71667,1640908800.0,,,,,,,
S,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,-0.23275554,,,False,35.9 - 78.53,-33.09,-0.42136765,35.9,78.53,0.0,,0.0,-2.03,134524000.0,6.297,46.4632,-1.023201,-0.02202175,54.382904,-8.942905,-0.16444333,12128436224.0,7.2161345,NYQ,"SentinelOne, Inc.","SentinelOne, Inc.",finmb_243722644,America/New_York,EST,-18000000.0,us_market,REGULAR,1625059800000.0,2.0,,,,,2.0999985,4.8454046,1644422611.0,45.44,45.7,43.66 - 45.7,43.66,1046674.0,43.34,45.0,45.04,8.0,8.0,NYSE,USD,43.7,3821364.0,2836720.0,9.539997,0.26573807,,2021-06-30,2.0 - Buy,1638910800.0,1638910800.0,1638910800.0,-0.69,-65.85507,-0.78,-58.256413,,,,,,,,
